,movieId,rating
1903,92591,3
1904,67913,3
1905,15797,3
1906,576,3
1907,11583,3
1908,27549,5
1909,32395,3
1910,35944,3
1911,35944,3
1912,42222,3
1913,58626,3
1914,183894,2
1915,135595,2
1916,8982,3
1917,57022,3
1918,14351,4
1919,147767,3
1920,55567,2
1921,9277,3
1922,33155,3
1923,925,3
1924,16633,3
1925,63006,4
1926,91586,1
1927,242512,2
1928,11284,1
1929,504,3
1930,173,4
1931,173,4
1932,77,2
1933,2295,3
1934,71,2
1935,16508,2
1936,323677,3
1937,19848,3
1938,21610,3
1939,10283,1
1940,122081,3
1941,11357,1
1942,14854,3
1943,16441,4
1944,378200,2
1945,20455,3
1946,13193,3
1947,11042,3
1948,10786,3
1949,10786,3
1950,17339,3
1951,17339,3
1952,11959,3
1953,9900,3
1954,17431,3
1955,1024,3
1956,16148,3
1957,4553,2
1958,36351,3
1959,36351,3
1960,245916,3
1961,1415,3
1962,313922,2
1963,14474,2
1964,199933,3
1965,199933,3
1966,13685,3
1967,14849,3
1968,12486,3
1969,19615,3
1970,11935,3
1971,113406,3
1972,447027,2
1973,12555,3
1974,11404,3
1975,10914,3
1976,9336,3
1977,9336,3
1978,5689,3
1979,10339,3
1980,1429,3
1981,641,3
1982,27686,2
1983,6106,3
1984,141,4
1985,141,3
1986,66607,3
1987,12079,3
1988,13807,3
1989,68818,4
1990,12093,3
1991,270938,4
1992,116613,4
1993,29920,3
1994,3040,3
1995,1365,1
1996,40494,3
1997,146203,1
1998,512,3
1999,13408,3
2000,47816,2
2001,11536,3
2002,18713,3
2003,184345,2
2004,9809,3
2005,5,3
2006,5,3
2007,48572,2
2008,14517,3
2009,27551,4
2010,14293,2
2011,103328,3
2012,157847,3
2013,27723,2
2014,242575,3
2015,29122,3
2016,81390,4
2017,10981,4
2018,225235,3
2019,22301,3
2020,10774,3
2021,770,1
2022,266102,2
2023,37495,3
2024,37495,3
2025,34769,4
2026,813,3
2027,352978,3
2028,9516,4
2029,16288,2
2030,23330,3
2031,23330,3
2032,18900,3
2033,26268,3
2034,573,3
2035,40505,3
2036,3033,3
2037,25376,3
2038,10615,3
2039,89540,3
2040,540,3
2041,540,3
2042,370464,4
2043,224569,3
2044,142061,3
2045,252360,4
2046,299145,3
2047,244786,3
2048,598,3
2049,11564,3
2050,11697,3
2051,658,3
2052,627,3
2053,23618,3
2054,41436,1
2055,10014,2
2056,158015,2
2057,1685,4
2058,10991,4
2059,10225,1
2060,5854,3
2061,292,3
2062,18065,4
2063,3089,3
2064,132344,2
2065,15582,3
2066,44634,2
2067,30309,2
2068,10557,3
2069,24126,3
2070,24126,3
2071,13982,3
2072,16642,2
2073,18892,3
2074,868,3
2075,317930,3
2076,317930,3
2077,11229,2
2078,24469,3
2079,50942,2
2080,79940,3
2081,38541,3
2082,38541,3
2083,157058,3
2084,70006,3
2085,70006,3
2086,26039,3
2087,79587,3
2088,260947,2
2089,43213,3
2090,666,3
2091,325173,4
2092,630,3
2093,3034,3
2094,13025,3
2095,16016,4
2096,43306,2
2097,33106,4
2098,1687,4
2099,1687,4
2100,24748,3
2101,21074,2
2102,84329,4
2103,20,2
2104,13007,3
2105,17334,2
2106,45132,3
2107,7512,4
2108,356216,3
2109,11798,3
2110,11798,3
2111,146631,4
2112,19933,3
2113,19933,3
2114,309425,3
2115,297621,2
2116,9517,3
2117,364083,3
2118,371085,3
2119,322443,3
2120,322443,3
2121,657,3
2122,657,3
2123,28165,3
2124,11624,3
2125,595,3
2126,8810,4
2127,12207,3
2128,226,3
2129,582,2
2130,9662,3
2131,80,2
2132,11023,3
2133,11194,4
2134,4816,3
2135,7873,3
2136,17994,2
2137,1378,2
2138,250124,2
2139,24363,2
2140,24746,4
2141,12109,3
2142,67373,3
2143,171759,3
2144,13075,3
2145,22600,4
2146,12612,3
2147,50698,1
2148,20406,4
2149,3766,3
2150,18808,4
2151,95755,3
2152,95755,3
2153,198062,3
2154,188652,3
2155,17768,3
2156,13516,3
2157,98549,4
2158,312793,3
2159,21309,3
2160,32235,4
2161,32235,4
2162,26388,2
2163,159037,3
2164,84175,3
2165,1705,4
2166,62677,3
2167,58492,3
2168,44562,3
2169,37232,3
2170,36334,3
2171,386826,1
2172,205126,4
2173,205126,4
2174,104,3
2175,1688,4
2176,43947,1
2177,24066,3
2178,24066,3
2179,13909,3
2180,283686,2
2181,592,3
2182,10758,3
2183,11690,3
2184,9344,3
2185,308529,3
2186,13820,3
2187,507,3
2188,507,3
2189,13066,1
2190,39541,2
2191,104755,1
2192,46729,3
2193,290370,3
2194,356841,3
2195,2661,4
2196,100,3
2197,100,3
2198,295914,3
2199,295914,3
2200,42033,3
2201,19187,3
2202,28580,2
2203,19997,3
2204,39939,3
2205,357834,3
2206,16433,4
2207,43884,4
2208,13064,4
2209,13064,4
2210,59917,4
2211,59917,4
2212,157422,2
2213,12877,3
2214,55616,2
2215,50037,3
2216,94329,3
2217,94329,3
2218,53502,3
2219,202604,2
2220,811,4
2221,1366,3
2222,103,3
2223,103,3
2224,646,3
2225,10643,4
2226,76487,1
2227,5722,2
2228,18712,3
2229,171424,3
2230,244772,3
2231,192132,3
2232,24424,3
2233,244267,3
2234,13362,3
2235,201132,3
2236,251471,3
2237,112456,3
2238,66195,3
2239,16155,3
2240,29015,3
2241,91122,2
2242,18206,2
2243,320146,3
2244,13856,4
2245,43630,4
2246,186935,3
2247,357441,2
2248,19344,2
2249,18869,3
2250,34592,2
2251,272724,3
2252,269057,3
2253,206213,3
2254,271185,2
2255,654,3
2256,15708,2
2257,84184,2
2258,45767,3
2259,367551,4
2260,25461,2
2261,26899,3
2262,10105,4
2263,838,3
2264,40862,3
2265,58428,1
2266,22530,1
2267,2287,2
2268,26837,3
2269,3080,2
2270,26916,4
2271,263503,3
2272,70875,3
2273,385636,3
2274,14438,2
2275,211086,3
2276,30315,3
2277,14358,2
2278,35199,2
2279,14271,3
2280,16653,1
2281,36825,3
2282,12281,3
2283,12281,3
2284,7301,1
2285,346,3
2286,13983,3
2287,19844,2
2288,21801,3
2289,43653,3
2290,45380,3
2291,81220,3
2292,98568,3
2293,119657,2
2294,119657,3
2295,362765,2
2296,379532,2
2297,15239,3
2298,4107,4
2299,762,4
2300,281189,3
2301,9029,2
2302,319069,3
2303,14278,3
2304,25678,4
2305,389,3
2306,21525,3
2307,1550,3
2308,87943,3
2309,73981,3
2310,47534,4
2311,47534,4
2312,365052,2
2313,13282,4
2314,13282,4
2315,250184,1
2316,14290,3
2317,378237,4
2318,431,3
2319,142132,3
2320,29917,1
2321,70687,3
2322,24869,4
2323,34697,3
2324,150211,1
2325,274758,3
2326,18533,4
2327,18533,4
2328,35073,3
2329,9659,4
2330,287815,3
2331,54702,2
2332,402515,2
2333,14758,2
2334,13363,3
2335,13363,3
2336,288927,3
2337,55420,3
2338,55420,3
2339,28666,3
2340,354624,3
2341,178862,3
2342,1779,3
2343,86812,3
2344,339408,3
2345,18925,3
2346,985,3
2347,65448,3
2348,175291,3
2349,270554,3
2350,90414,1
2351,360188,3
2352,85860,3
2353,16388,2
2354,159770,3
2355,193603,1
2356,84659,2
2357,174362,3
2358,242095,3
2359,250902,3
2360,326576,3
2361,13963,3
2362,69382,3
2363,40769,3
2364,42151,3
2365,42497,1
2366,38780,3
2367,38780,3
2368,14022,3
2369,157185,2
2370,286939,1
2371,124606,3
2372,67238,2
2373,9367,3
